time, inclination mouse, inclination filtered, inclination sensor, orientation mouse, orientation filtered, orientation sensor
1.92, 6.0000, 5.9829, 6.2343, 10.0000, 9.9715, 11.4058
1.92, 6.0000, 5.9829, 6.2086, 10.0000, 9.9715, 11.3872
1.93, 6.0000, 5.9829, 6.1679, 10.0000, 9.9715, 11.3578
1.93, 6.0000, 5.9829, 6.1109, 10.0000, 9.9715, 11.3666
1.94, 6.0000, 5.9829, 6.0886, 10.0000, 9.9715, 11.3701
1.94, 6.0000, 5.9829, 6.0696, 10.0000, 9.9716, 11.6097
1.95, 6.0000, 5.9830, 6.0174, 10.0000, 9.9716, 11.8905
1.96, 6.0000, 5.9830, 5.9986, 10.0000, 9.9716, 11.8076
1.96, 6.0000, 5.9830, 5.9825, 10.0000, 9.9716, 11.7370
1.97, 6.0000, 5.9830, 5.9688, 10.0000, 9.9717, 11.6768
1.97, 6.0000, 5.9830, 5.9343, 10.0000, 9.9717, 11.5830
1.98, 6.0000, 5.9830, 5.9233, 10.0000, 9.9717, 11.5840
1.98, 6.0000, 5.9830, 5.9140, 10.0000, 9.9717, 11.5849
1.99, 6.0000, 5.9830, 5.8636, 10.0000, 9.9717, 11.3809
1.99, 6.0000, 5.9831, 5.8133, 10.0000, 9.9718, 10.7095
2.00, 6.0000, 5.9831, 5.7936, 10.0000, 9.9718, 10.4463
2.00, 6.0000, 5.9831, 5.7945, 10.0000, 9.9718, 10.2428
2.01, 6.0000, 5.9831, 5.7966, 10.0000, 9.9718, 9.7956
2.02, 6.0000, 5.9831, 5.7971, 10.0000, 9.9718, 9.6883
2.02, 6.0000, 5.9831, 5.7975, 10.0000, 9.9719, 9.5968
2.03, 6.0000, 5.9831, 5.7846, 10.0000, 9.9719, 9.6328
2.03, 6.0000, 5.9831, 5.7502, 10.0000, 9.9719, 9.6630
2.04, 6.0000, 5.9832, 5.7384, 10.0000, 9.9719, 9.6404
2.04, 6.0000, 5.9832, 5.7283, 10.0000, 9.9720, 9.6211
2.05, 6.0000, 5.9832, 5.6876, 10.0000, 9.9720, 9.8865
2.05, 6.0000, 5.9832, 5.6582, 10.0000, 9.9720, 10.0792
2.06, 6.0000, 5.9832, 5.6466, 10.0000, 9.9720, 10.1547
2.06, 6.0000, 5.9832, 5.6456, 10.0000, 9.9720, 10.1319
2.07, 6.0000, 5.9832, 5.6701, 10.0000, 9.9721, 9.9529
2.08, 6.0000, 5.9832, 5.6923, 10.0000, 9.9721, 9.8312
2.08, 6.0000, 5.9833, 5.7112, 10.0000, 9.9721, 9.7275
2.09, 6.0000, 5.9833, 5.7406, 10.0000, 9.9721, 9.5045
2.09, 6.0000, 5.9833, 5.7978, 10.0000, 9.9721, 9.0354
2.10, 6.0000, 5.9833, 5.8070, 10.0000, 9.9721, 8.9355
2.10, 6.0000, 5.9833, 5.8148, 10.0000, 9.9722, 8.8504
2.11, 6.0000, 5.9833, 5.7697, 10.0000, 9.9722, 8.8695
2.11, 6.0000, 5.9833, 5.7369, 10.0000, 9.9722, 8.8833
2.12, 6.0000, 5.9833, 5.7240, 10.0000, 9.9722, 8.8887
2.12, 6.0000, 5.9833, 5.7131, 10.0000, 9.9722, 8.8934
2.13, 6.0000, 5.9834, 5.7150, 10.0000, 9.9723, 9.2102
2.13, 6.0000, 5.9834, 5.7533, 10.0000, 9.9723, 9.4802
2.14, 6.0000, 5.9834, 5.7854, 10.0000, 9.9723, 9.6044
2.15, 6.0000, 5.9834, 5.8290, 10.0000, 9.9723, 9.4573
2.15, 6.0000, 5.9834, 5.9247, 10.0000, 9.9723, 9.1342
2.16, 6.0000, 5.9834, 5.9477, 10.0000, 9.9724, 9.0567
2.16, 6.0000, 5.9834, 5.9672, 10.0000, 9.9724, 8.9906
2.17, 6.0000, 5.9834, 6.0120, 10.0000, 9.9724, 8.8826
2.17, 6.0000, 5.9834, 6.1133, 10.0000, 9.9724, 8.7310
2.18, 6.0000, 5.9835, 6.1395, 10.0000, 9.9724, 8.7471
2.18, 6.0000, 5.9835, 6.1617, 10.0000, 9.9724, 8.7608
2.19, 6.0000, 5.9835, 6.2325, 10.0000, 9.9725, 8.6401
2.19, 6.0000, 5.9835, 6.2838, 10.0000, 9.9725, 8.5524
2.20, 6.0000, 5.9835, 6.3424, 10.0000, 9.9725, 8.9114
2.21, 6.0000, 5.9835, 6.3924, 10.0000, 9.9725, 9.2174
2.21, 6.0000, 5.9835, 6.5020, 10.0000, 9.9725, 9.8895
2.22, 6.0000, 5.9835, 6.5624, 10.0000, 9.9726, 9.8777
2.22, 6.0000, 5.9835, 6.6138, 10.0000, 9.9726, 9.8677
2.23, 6.0000, 5.9836, 6.6458, 10.0000, 9.9726, 10.2541
2.23, 6.0000, 5.9836, 6.7160, 10.0000, 9.9726, 11.1028
2.24, 6.0000, 5.9836, 6.7063, 10.0000, 9.9726, 10.6173
2.24, 6.0000, 5.9836, 6.6979, 10.0000, 9.9726, 10.2036
2.25, 6.0000, 5.9836, 6.6908, 10.0000, 9.9727, 9.8511
2.25, 6.0000, 5.9836, 6.6753, 10.0000, 9.9727, 9.0766
2.26, 6.0000, 5.9836, 6.6982, 10.0000, 9.9727, 9.4261
2.27, 6.0000, 5.9836, 6.7177, 10.0000, 9.9727, 9.7240
2.27, 6.0000, 5.9836, 6.8673, 10.0000, 9.9727, 8.5633
2.28, 6.0000, 5.9836, 6.9076, 10.0000, 9.9727, 8.9444
2.28, 6.0000, 5.9837, 6.9420, 10.0000, 9.9728, 9.2691
2.29, 6.0000, 5.9837, 6.8692, 10.0000, 9.9728, 8.8862
2.29, 6.0000, 5.9837, 6.7094, 10.0000, 9.9728, 8.0449
2.30, 6.0000, 5.9837, 6.6710, 10.0000, 9.9728, 7.8431
2.30, 6.0000, 5.9837, 6.6383, 10.0000, 9.9728, 7.6710
2.31, 6.0000, 5.9837, 6.5513, 10.0000, 9.9728, 8.0791
2.31, 6.0000, 5.9837, 6.3601, 10.0000, 9.9728, 8.9755
2.32, 6.0000, 5.9837, 6.2995, 10.0000, 9.9729, 8.7455
2.33, 6.0000, 5.9837, 6.2478, 10.0000, 9.9729, 8.5494
2.33, 6.0000, 5.9837, 6.1838, 10.0000, 9.9729, 8.5153
2.34, 6.0000, 5.9837, 6.1685, 10.0000, 9.9729, 8.5071
2.34, 6.0000, 5.9838, 6.1554, 10.0000, 9.9729, 8.5002
2.35, 6.0000, 5.9838, 6.1442, 10.0000, 9.9729, 8.4942
2.35, 6.0000, 5.9838, 6.0778, 10.0000, 9.9730, 7.3449
2.36, 6.0000, 5.9838, 6.0337, 10.0000, 9.9730, 7.3249
2.36, 6.0000, 5.9838, 5.9962, 10.0000, 9.9730, 7.3079
2.37, 6.0000, 5.9838, 5.9450, 10.0000, 9.9730, 7.0790
2.37, 6.0000, 5.9838, 5.8325, 10.0000, 9.9730, 6.5760
2.38, 6.0000, 5.9838, 5.8070, 10.0000, 9.9730, 6.6092
2.39, 6.0000, 5.9838, 5.7853, 10.0000, 9.9730, 6.6374
2.39, 6.0000, 5.9838, 5.8023, 10.0000, 9.9731, 6.7795
2.40, 6.0000, 5.9838, 5.8064, 10.0000, 9.9731, 6.8136
2.40, 6.0000, 5.9839, 5.8099, 10.0000, 9.9731, 6.8426
2.41, 6.0000, 5.9839, 5.8129, 10.0000, 9.9731, 6.8674
2.41, 6.0000, 5.9839, 5.7698, 10.0000, 9.9731, 6.5404
2.42, 6.0000, 5.9839, 5.7299, 10.0000, 9.9731, 6.7341
2.42, 6.0000, 5.9839, 5.6959, 10.0000, 9.9731, 6.8992
2.43, 6.0000, 5.9839, 5.6669, 10.0000, 9.9732, 6.9806
2.43, 6.0000, 5.9839, 5.6033, 10.0000, 9.9732, 7.1596
2.44, 6.0000, 5.9839, 5.6383, 10.0000, 9.9732, 7.3490
2.44, 6.0000, 5.9839, 5.6681, 10.0000, 9.9732, 7.5103
2.45, 6.0000, 5.9839, 5.7152, 10.0000, 9.9732, 7.7650
2.46, 6.0000, 5.9839, 5.7494, 10.0000, 9.9732, 7.9499
2.46, 6.0000, 5.9839, 5.7939, 10.0000, 9.9732, 8.0268
2.47, 6.0000, 5.9840, 5.8317, 10.0000, 9.9733, 8.0924
2.47, 6.0000, 5.9840, 5.9035, 10.0000, 9.9733, 8.5948
2.48, 6.0000, 5.9840, 5.9208, 10.0000, 9.9733, 8.7154
2.48, 6.0000, 5.9840, 5.9103, 10.0000, 9.9733, 9.0237
2.49, 6.0000, 5.9840, 5.9014, 10.0000, 9.9733, 9.2864
2.49, 6.0000, 5.9840, 5.8818, 10.0000, 9.9733, 9.8636
2.50, 6.0000, 5.9840, 5.8667, 10.0000, 9.9733, 10.0257
2.50, 6.0000, 5.9840, 5.8539, 10.0000, 9.9734, 10.1639
2.51, 6.0000, 5.9840, 5.8637, 10.0000, 9.9734, 10.3896
2.52, 6.0000, 5.9840, 5.8852, 10.0000, 9.9734, 10.8855
2.52, 6.0000, 5.9840, 5.9095, 10.0000, 9.9734, 10.6776
2.53, 6.0000, 5.9840, 5.9303, 10.0000, 9.9734, 10.5005
2.53, 6.0000, 5.9841, 5.9759, 10.0000, 9.9734, 10.1114
2.54, 6.0000, 5.9841, 5.9869, 10.0000, 9.9734, 10.0180
2.54, 6.0000, 5.9841, 5.9992, 10.0000, 9.9734, 10.1558
2.55, 6.0000, 5.9841, 6.0097, 10.0000, 9.9735, 10.2733
2.55, 6.0000, 5.9841, 5.9755, 10.0000, 9.9735, 10.2530
2.56, 6.0000, 5.9841, 5.9584, 10.0000, 9.9735, 10.5173
2.57, 6.0000, 5.9841, 5.9438, 10.0000, 9.9735, 10.7425
2.57, 6.0000, 5.9841, 5.9314, 10.0000, 9.9735, 10.9344
2.58, 6.0000, 5.9841, 5.9042, 10.0000, 9.9735, 11.3560
2.58, 6.0000, 5.9841, 5.9154, 10.0000, 9.9735, 11.3359
2.59, 6.0000, 5.9841, 5.9250, 10.0000, 9.9735, 11.3187
2.59, 6.0000, 5.9841, 6.0375, 10.0000, 9.9736, 11.6929
2.60, 6.0000, 5.9841, 6.0645, 10.0000, 9.9736, 11.7827
2.60, 6.0000, 5.9842, 6.0875, 10.0000, 9.9736, 11.5782
2.61, 6.0000, 5.9842, 6.1071, 10.0000, 9.9736, 11.4039
2.61, 6.0000, 5.9842, 6.0929, 10.0000, 9.9736, 11.2728
2.62, 6.0000, 5.9842, 6.0895, 10.0000, 9.9736, 11.2413
2.63, 6.0000, 5.9842, 6.0867, 10.0000, 9.9736, 11.2145
2.63, 6.0000, 5.9842, 6.0783, 10.0000, 9.9736, 11.1488
2.64, 6.0000, 5.9842, 6.0599, 10.0000, 9.9737, 11.0043
2.64, 6.0000, 5.9842, 6.0717, 10.0000, 9.9737, 11.0791
2.65, 6.0000, 5.9842, 6.0818, 10.0000, 9.9737, 11.1428
2.65, 6.0000, 5.9842, 6.1612, 10.0000, 9.9737, 11.2790
2.66, 6.0000, 5.9842, 6.1802, 10.0000, 9.9737, 11.3117
2.66, 6.0000, 5.9842, 6.1965, 10.0000, 9.9737, 11.3396
2.67, 6.0000, 5.9842, 6.2103, 10.0000, 9.9737, 11.3633
2.67, 6.0000, 5.9842, 6.2331, 10.0000, 9.9737, 11.4688
2.68, 6.0000, 5.9842, 6.2385, 10.0000, 9.9737, 11.4941
2.68, 6.0000, 5.9843, 6.2461, 10.0000, 9.9738, 11.4787
2.69, 6.0000, 5.9843, 6.2526, 10.0000, 9.9738, 11.4656
2.70, 6.0000, 5.9843, 6.3050, 10.0000, 9.9738, 11.8486
2.70, 6.0000, 5.9843, 6.3176, 10.0000, 9.9738, 11.9405
2.71, 6.0000, 5.9843, 6.3283, 10.0000, 9.9738, 12.0188
2.71, 6.0000, 5.9843, 6.4624, 10.0000, 9.9738, 12.2938
2.72, 6.0000, 5.9843, 6.4946, 10.0000, 9.9738, 12.3598
2.72, 6.0000, 5.9843, 6.5264, 10.0000, 9.9738, 12.4944
2.73, 6.0000, 5.9843, 6.5536, 10.0000, 9.9738, 12.6091
2.73, 6.0000, 5.9843, 6.5865, 10.0000, 9.9739, 12.9717
2.74, 6.0000, 5.9843, 6.5944, 10.0000, 9.9739, 13.0587
2.74, 6.0000, 5.9843, 6.6012, 10.0000, 9.9739, 13.1329
2.75, 6.0000, 5.9843, 6.6069, 10.0000, 9.9739, 13.1960
2.76, 6.0000, 5.9843, 6.5776, 10.0000, 9.9739, 12.8086
2.76, 6.0000, 5.9843, 6.5706, 10.0000, 9.9739, 12.7156
2.77, 6.0000, 5.9844, 6.5616, 10.0000, 9.9739, 12.6778
2.77, 6.0000, 5.9844, 6.5419, 10.0000, 9.9739, 12.5948
2.78, 6.0000, 5.9844, 6.5372, 10.0000, 9.9739, 12.5748
2.78, 6.0000, 5.9844, 6.5421, 10.0000, 9.9740, 12.3641
2.79, 6.0000, 5.9844, 6.5462, 10.0000, 9.9740, 12.1845
2.79, 6.0000, 5.9844, 6.5705, 10.0000, 9.9740, 12.1294
2.80, 6.0000, 5.9844, 6.5764, 10.0000, 9.9740, 12.1162
2.80, 6.0000, 5.9844, 6.5384, 10.0000, 9.9740, 11.7441
2.81, 6.0000, 5.9844, 6.5061, 10.0000, 9.9740, 11.4269
2.82, 6.0000, 5.9844, 6.4352, 10.0000, 9.9740, 10.7303
2.82, 6.0000, 5.9844, 6.4181, 10.0000, 9.9740, 10.5631
2.83, 6.0000, 5.9844, 6.3859, 10.0000, 9.9740, 10.6425
2.83, 6.0000, 5.9844, 6.2876, 10.0000, 9.9740, 9.9815
2.84, 6.0000, 5.9844, 6.2599, 10.0000, 9.9741, 9.6958
2.84, 6.0000, 5.9844, 6.2406, 10.0000, 9.9741, 9.8665
2.85, 6.0000, 5.9844, 6.2243, 10.0000, 9.9741, 10.0120
2.85, 6.0000, 5.9844, 6.1044, 10.0000, 9.9741, 9.2906
2.86, 6.0000, 5.9845, 6.0757, 10.0000, 9.9741, 9.1174
2.86, 6.0000, 5.9845, 6.0305, 10.0000, 9.9741, 9.5497
2.87, 6.0000, 5.9845, 5.9920, 10.0000, 9.9741, 9.9180
2.88, 6.0000, 5.9845, 5.9073, 10.0000, 9.9741, 10.7271
2.88, 6.0000, 5.9845, 5.8870, 10.0000, 9.9741, 10.9213
2.89, 6.0000, 5.9845, 5.8712, 10.0000, 9.9741, 10.5617
2.89, 6.0000, 5.9845, 5.8035, 10.0000, 9.9741, 10.1059
2.90, 6.0000, 5.9845, 5.7823, 10.0000, 9.9742, 10.0474
2.90, 6.0000, 5.9845, 5.7642, 10.0000, 9.9742, 9.9975
2.91, 6.0000, 5.9845, 5.7458, 10.0000, 9.9742, 9.8263
2.91, 6.0000, 5.9845, 5.7055, 10.0000, 9.9742, 9.4502
2.92, 6.0000, 5.9845, 5.6958, 10.0000, 9.9742, 9.3600
2.92, 6.0000, 5.9845, 5.6594, 10.0000, 9.9742, 9.3289
2.93, 6.0000, 5.9845, 5.6285, 10.0000, 9.9742, 9.3024
2.94, 6.0000, 5.9845, 5.4918, 10.0000, 9.9742, 9.2214
2.94, 6.0000, 5.9845, 5.4590, 10.0000, 9.9742, 9.2020
2.95, 6.0000, 5.9845, 5.4340, 10.0000, 9.9742, 9.0553
2.95, 6.0000, 5.9845, 5.4127, 10.0000, 9.9742, 8.9303
2.96, 6.0000, 5.9846, 5.3545, 10.0000, 9.9743, 8.1904
2.96, 6.0000, 5.9846, 5.3405, 10.0000, 9.9743, 8.0129
2.97, 6.0000, 5.9846, 5.3286, 10.0000, 9.9743, 7.8616
2.97, 6.0000, 5.9846, 5.2887, 10.0000, 9.9743, 7.3868
2.98, 6.0000, 5.9846, 5.2771, 10.0000, 9.9743, 7.2512
2.98, 6.0000, 5.9846, 5.2376, 10.0000, 9.9743, 7.0854
2.99, 6.0000, 5.9846, 5.2039, 10.0000, 9.9743, 6.9441
3.00, 6.0000, 5.9846, 5.0728, 10.0000, 9.9743, 6.7938
3.00, 6.0000, 5.9846, 5.0413, 10.0000, 9.9743, 6.7578
3.01, 6.0000, 5.9846, 5.0278, 10.0000, 9.9743, 6.6146
3.01, 6.0000, 5.9846, 5.0163, 10.0000, 9.9743, 6.4927
3.02, 6.0000, 5.9846, 5.0558, 10.0000, 9.9743, 6.3773
3.02, 6.0000, 5.9846, 5.0653, 10.0000, 9.9744, 6.3496
3.03, 6.0000, 5.9846, 5.0734, 10.0000, 9.9744, 6.3260
3.03, 6.0000, 5.9846, 5.1131, 10.0000, 9.9744, 6.2358
3.04, 6.0000, 5.9846, 5.1259, 10.0000, 9.9744, 6.2083
3.04, 6.0000, 5.9846, 5.1369, 10.0000, 9.9744, 6.1849
3.05, 6.0000, 5.9846, 5.1314, 10.0000, 9.9744, 6.2729
3.06, 6.0000, 5.9846, 5.0775, 10.0000, 9.9744, 6.3862
3.06, 6.0000, 5.9846, 5.0646, 10.0000, 9.9744, 6.4134
3.07, 6.0000, 5.9847, 5.0595, 10.0000, 9.9744, 6.3478
3.07, 6.0000, 5.9847, 5.0551, 10.0000, 9.9744, 6.2919
3.08, 6.0000, 5.9847, 5.1790, 10.0000, 9.9744, 6.4857
3.08, 6.0000, 5.9847, 5.2087, 10.0000, 9.9744, 6.5321
3.09, 6.0000, 5.9847, 5.2340, 10.0000, 9.9745, 6.5718
3.09, 6.0000, 5.9847, 5.3390, 10.0000, 9.9745, 6.4561
3.10, 6.0000, 5.9847, 5.3717, 10.0000, 9.9745, 6.3975
3.10, 6.0000, 5.9847, 5.3995, 10.0000, 9.9745, 6.3476
3.11, 6.0000, 5.9847, 5.4026, 10.0000, 9.9745, 6.6053
3.12, 6.0000, 5.9847, 5.2887, 10.0000, 9.9745, 7.3248
3.12, 6.0000, 5.9847, 5.2430, 10.0000, 9.9745, 7.5208
3.13, 6.0000, 5.9847, 5.2056, 10.0000, 9.9745, 7.8150
3.13, 6.0000, 5.9847, 5.1737, 10.0000, 9.9745, 8.0657
3.14, 6.0000, 5.9847, 5.1037, 10.0000, 9.9745, 8.6164
3.14, 6.0000, 5.9847, 5.0869, 10.0000, 9.9745, 8.7486
3.15, 6.0000, 5.9847, 5.1317, 10.0000, 9.9745, 8.7725
3.15, 6.0000, 5.9847, 5.2740, 10.0000, 9.9745, 8.6030
3.16, 6.0000, 5.9847, 5.3148, 10.0000, 9.9746, 8.5286
3.16, 6.0000, 5.9847, 5.3496, 10.0000, 9.9746, 8.4652
3.17, 6.0000, 5.9847, 5.3704, 10.0000, 9.9746, 8.4083
3.18, 6.0000, 5.9847, 5.3502, 10.0000, 9.9746, 8.1954
3.18, 6.0000, 5.9847, 5.3354, 10.0000, 9.9746, 8.1310
3.19, 6.0000, 5.9848, 5.3228, 10.0000, 9.9746, 8.0762
3.19, 6.0000, 5.9848, 5.3120, 10.0000, 9.9746, 8.0294
3.20, 6.0000, 5.9848, 5.2884, 10.0000, 9.9746, 8.1135
3.20, 6.0000, 5.9848, 5.2827, 10.0000, 9.9746, 8.1337
3.21, 6.0000, 5.9848, 5.3444, 10.0000, 9.9746, 8.2515
3.21, 6.0000, 5.9848, 5.5677, 10.0000, 9.9746, 8.5951
3.22, 6.0000, 5.9848, 5.6346, 10.0000, 9.9746, 8.6905
3.22, 6.0000, 5.9848, 5.6916, 10.0000, 9.9746, 8.7718
3.23, 6.0000, 5.9848, 5.7401, 10.0000, 9.9746, 8.8410
3.23, 6.0000, 5.9848, 5.8386, 10.0000, 9.9746, 8.7274
3.24, 6.0000, 5.9848, 5.8610, 10.0000, 9.9747, 8.6598
3.25, 6.0000, 5.9848, 5.8801, 10.0000, 9.9747, 8.6021
3.25, 6.0000, 5.9848, 5.8461, 10.0000, 9.9747, 8.8311
3.26, 6.0000, 5.9848, 5.7330, 10.0000, 9.9747, 8.8382
3.26, 6.0000, 5.9848, 5.7000, 10.0000, 9.9747, 8.7645
3.27, 6.0000, 5.9848, 5.7148, 10.0000, 9.9747, 8.8777
3.27, 6.0000, 5.9848, 5.8404, 10.0000, 9.9747, 8.9183
3.28, 6.0000, 5.9848, 5.8847, 10.0000, 9.9747, 8.8963
3.28, 6.0000, 5.9848, 5.9225, 10.0000, 9.9747, 8.8776
3.29, 6.0000, 5.9848, 5.9546, 10.0000, 9.9747, 8.8617
3.29, 6.0000, 5.9848, 5.9925, 10.0000, 9.9747, 9.0514
3.30, 6.0000, 5.9848, 5.9965, 10.0000, 9.9747, 9.1310
3.31, 6.0000, 5.9848, 6.0000, 10.0000, 9.9747, 9.1989
3.31, 6.0000, 5.9848, 5.9704, 10.0000, 9.9747, 9.1074
3.32, 6.0000, 5.9848, 5.9383, 10.0000, 9.9747, 8.8679
3.32, 6.0000, 5.9849, 5.9356, 10.0000, 9.9748, 8.8046
3.33, 6.0000, 5.9849, 5.9333, 10.0000, 9.9748, 8.7507
3.33, 6.0000, 5.9849, 6.0981, 10.0000, 9.9748, 8.1892
3.34, 6.0000, 5.9849, 6.2493, 10.0000, 9.9748, 7.5785
3.34, 6.0000, 5.9849, 6.3086, 10.0000, 9.9748, 7.3392
3.35, 6.0000, 5.9849, 6.3591, 10.0000, 9.9748, 7.1352
3.35, 6.0000, 5.9849, 6.4426, 10.0000, 9.9748, 6.8240
3.36, 6.0000, 5.9849, 6.4585, 10.0000, 9.9748, 6.7702
3.37, 6.0000, 5.9849, 6.4720, 10.0000, 9.9748, 6.7243
3.37, 6.0000, 5.9849, 6.4510, 10.0000, 9.9748, 6.6261
3.38, 6.0000, 5.9849, 6.4019, 10.0000, 9.9748, 6.6306
3.38, 6.0000, 5.9849, 6.3883, 10.0000, 9.9748, 6.7666
3.39, 6.0000, 5.9849, 6.3767, 10.0000, 9.9748, 6.8824
3.39, 6.0000, 5.9849, 6.3935, 10.0000, 9.9748, 6.9989
3.40, 6.0000, 5.9849, 6.4303, 10.0000, 9.9748, 7.2548
3.40, 6.0000, 5.9849, 6.4391, 10.0000, 9.9748, 7.3162
3.41, 6.0000, 5.9849, 6.4688, 10.0000, 9.9748, 7.4780
3.41, 6.0000, 5.9849, 6.5341, 10.0000, 9.9749, 7.8334
3.42, 6.0000, 5.9849, 6.5646, 10.0000, 9.9749, 7.9482
3.43, 6.0000, 5.9849, 6.5905, 10.0000, 9.9749, 8.0461
3.43, 6.0000, 5.9849, 6.6082, 10.0000, 9.9749, 8.2685
3.44, 6.0000, 5.9849, 6.6470, 10.0000, 9.9749, 8.7572
3.44, 6.0000, 5.9849, 6.6563, 10.0000, 9.9749, 8.8744
3.45, 6.0000, 5.9849, 6.6643, 10.0000, 9.9749, 8.9743
3.45, 6.0000, 5.9849, 6.6503, 10.0000, 9.9749, 9.0122
3.46, 6.0000, 5.9849, 6.6197, 10.0000, 9.9749, 9.0952
3.46, 6.0000, 5.9849, 6.5813, 10.0000, 9.9749, 8.9037
3.47, 6.0000, 5.9849, 6.5486, 10.0000, 9.9749, 8.7404
3.47, 6.0000, 5.9849, 6.4995, 10.0000, 9.9749, 8.8242
3.48, 6.0000, 5.9850, 6.4597, 10.0000, 9.9749, 8.6283
3.49, 6.0000, 5.9850, 6.4257, 10.0000, 9.9749, 8.4614
3.49, 6.0000, 5.9850, 6.3746, 10.0000, 9.9749, 8.8088
3.50, 6.0000, 5.9850, 6.2622, 10.0000, 9.9749, 9.5719
3.50, 6.0000, 5.9850, 6.2353, 10.0000, 9.9749, 9.7550
3.51, 6.0000, 5.9850, 6.2123, 10.0000, 9.9749, 9.9110
3.51, 6.0000, 5.9850, 6.1765, 10.0000, 9.9750, 9.6831
3.52, 6.0000, 5.9850, 6.0978, 10.0000, 9.9750, 9.1824
3.52, 6.0000, 5.9850, 6.0936, 10.0000, 9.9750, 9.0756
3.53, 6.0000, 5.9850, 6.0901, 10.0000, 9.9750, 8.9845
3.53, 6.0000, 5.9850, 6.1092, 10.0000, 9.9750, 8.2736
3.54, 6.0000, 5.9850, 6.1137, 10.0000, 9.9750, 8.1029
3.54, 6.0000, 5.9850, 6.1117, 10.0000, 9.9750, 7.8688
3.55, 6.0000, 5.9850, 6.0952, 10.0000, 9.9750, 7.5569
3.56, 6.0000, 5.9850, 6.0589, 10.0000, 9.9750, 6.8717
3.56, 6.0000, 5.9850, 6.0502, 10.0000, 9.9750, 6.7073
3.57, 6.0000, 5.9850, 6.0428, 10.0000, 9.9750, 6.5672
3.57, 6.0000, 5.9850, 6.0394, 10.0000, 9.9750, 6.3665
3.58, 6.0000, 5.9850, 6.0320, 10.0000, 9.9750, 5.9255
3.58, 6.0000, 5.9850, 6.0435, 10.0000, 9.9750, 5.7428
3.59, 6.0000, 5.9850, 6.0534, 10.0000, 9.9750, 5.5871
3.59, 6.0000, 5.9850, 6.0902, 10.0000, 9.9750, 5.2297
3.60, 6.0000, 5.9850, 6.0991, 10.0000, 9.9750, 5.1440
3.61, 6.0000, 5.9850, 6.1066, 10.0000, 9.9750, 5.0709
3.61, 6.0000, 5.9850, 6.1130, 10.0000, 9.9750, 5.0087
3.62, 6.0000, 5.9850, 6.1157, 10.0000, 9.9750, 5.2799
3.62, 6.0000, 5.9850, 6.1163, 10.0000, 9.9751, 5.6260
3.63, 6.0000, 5.9850, 6.1169, 10.0000, 9.9751, 5.9209
3.63, 6.0000, 5.9850, 6.1173, 10.0000, 9.9751, 6.0214
3.64, 6.0000, 5.9850, 6.1183, 10.0000, 9.9751, 6.2420
3.64, 6.0000, 5.9850, 6.1349, 10.0000, 9.9751, 6.4251
3.65, 6.0000, 5.9850, 6.1489, 10.0000, 9.9751, 6.5811
3.65, 6.0000, 5.9850, 6.1798, 10.0000, 9.9751, 6.9239
3.66, 6.0000, 5.9851, 6.1873, 10.0000, 9.9751, 7.0061
3.66, 6.0000, 5.9851, 6.1936, 10.0000, 9.9751, 7.0437
3.67, 6.0000, 5.9851, 6.1990, 10.0000, 9.9751, 7.0757
3.68, 6.0000, 5.9851, 6.1841, 10.0000, 9.9751, 7.9467
3.68, 6.0000, 5.9851, 6.1805, 10.0000, 9.9751, 8.1557
3.69, 6.0000, 5.9851, 6.1775, 10.0000, 9.9751, 8.5601
3.69, 6.0000, 5.9851, 6.1808, 10.0000, 9.9751, 9.0571
3.70, 6.0000, 5.9851, 6.1881, 10.0000, 9.9751, 10.1487
3.70, 6.0000, 5.9851, 6.1899, 10.0000, 9.9751, 10.4107
3.71, 6.0000, 5.9851, 6.1914, 10.0000, 9.9751, 10.6339
3.71, 6.0000, 5.9851, 6.2020, 10.0000, 9.9751, 10.8410
3.72, 6.0000, 5.9851, 6.2096, 10.0000, 9.9751, 10.9914
3.72, 6.0000, 5.9851, 6.2082, 10.0000, 9.9751, 10.9705
3.73, 6.0000, 5.9851, 6.2070, 10.0000, 9.9751, 10.9527
3.74, 6.0000, 5.9851, 6.1853, 10.0000, 9.9751, 11.1499
3.74, 6.0000, 5.9851, 6.1801, 10.0000, 9.9752, 11.1973
3.75, 6.0000, 5.9851, 6.1756, 10.0000, 9.9752, 11.2376
3.75, 6.0000, 5.9851, 6.1718, 10.0000, 9.9752, 11.2720
3.76, 6.0000, 5.9851, 6.1597, 10.0000, 9.9752, 11.3513
3.76, 6.0000, 5.9851, 6.1568, 10.0000, 9.9752, 11.3703
3.77, 6.0000, 5.9851, 6.1558, 10.0000, 9.9752, 11.5907
3.77, 6.0000, 5.9851, 6.1608, 10.0000, 9.9752, 11.6837
3.78, 6.0000, 5.9851, 6.1720, 10.0000, 9.9752, 11.8882
3.78, 6.0000, 5.9851, 6.1746, 10.0000, 9.9752, 11.9373
3.79, 6.0000, 5.9851, 6.1769, 10.0000, 9.9752, 11.9791
3.80, 6.0000, 5.9851, 6.1819, 10.0000, 9.9752, 12.3379
3.80, 6.0000, 5.9851, 6.1831, 10.0000, 9.9752, 12.4240
3.81, 6.0000, 5.9851, 6.1782, 10.0000, 9.9752, 12.3494
